Silver results of PTE1ET0N016-Alignment

Query-def :sp|P9WI83|PKNA_MYCTU Serine/threonine-protein kinase PknA OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=pknA PE=1 SV=1
WP_070890172,1,1626,0,430,430,0,431
WP_112720587,1,1624,0,429,430,0,431
WP_206280692,1,1624,0,430,430,0,431
AGJ65997,1,1623,0,428,429,0,431
WP_003906262,1,1623,0,429,430,0,431
WP_229304678,1,1622,0,430,430,0,431
WP_003400358,1,1622,0,431,431,0,431
WP_031716749,1,1622,0,428,429,0,431
WP_033897081,1,1622,0,430,430,0,431
WP_057334202,1,1622,0,430,430,0,431
WP_156088436,1,1621,0,430,430,0,431
WP_031735825,1,1621,0,430,430,0,431
WP_077543426,1,1621,0,430,430,0,431
WP_229306632,1,1621,0,430,430,0,431
WP_057361431,1,1621,0,430,430,0,431
WP_116396401,1,1621,0,430,430,0,431
WP_024748281,1,1621,0,430,430,0,431
WP_057114677,1,1621,0,430,431,0,431
WP_072139222,1,1621,0,430,430,0,431
WP_070893087,1,1621,0,430,430,0,431
WP_038435009,1,1620,0,430,430,0,431
WP_057357991,1,1620,0,430,430,0,431
WP_057164042,1,1620,0,428,429,0,431
WP_063741652,1,1620,0,430,431,0,431
WP_031666615,1,1620,0,430,431,0,431
WP_055384448,1,1620,0,430,431,0,431
WP_031657793,1,1619,0,428,429,0,431
WP_057362838,1,1618,0,430,430,0,431
WP_055371615,1,1618,0,429,429,0,431
WP_031653423,1,1618,0,430,430,0,431
WP_015302342,1,1618,0,430,430,0,431
WP_057335587,1,1618,0,430,430,0,431
WP_031718585,1,1618,0,430,430,0,431
WP_086154666,1,1618,0,430,431,0,431
WP_031710279,1,1618,0,429,429,0,431
WP_031679441,1,1618,0,430,430,0,431
AIH53397,1,1617,0,430,430,0,431
WP_104599572,1,1617,0,428,429,0,431
WP_057343055,1,1617,0,430,430,0,431
WP_057364092,1,1617,0,430,431,0,431
WP_016330371,1,1617,0,428,429,0,431
WP_052630268,1,1616,0,430,430,0,431
WP_077585331,1,1616,0,430,430,0,431
WP_229302034,1,1616,0,430,430,0,431
WP_009937187,1,1616,0,430,430,0,431
WP_031698129,1,1616,0,428,429,0,431
WP_226877760,1,1616,0,430,430,0,431
WP_102804227,1,1616,0,430,430,0,431
WP_072511164,1,1616,0,430,430,0,431
WP_096871814,1,1616,0,430,430,0,431
WP_031728423,1,1616,0,430,430,0,431
WP_057403702,1,1616,0,430,430,0,431
WP_057343364,1,1616,0,430,430,0,431
WP_116284937,1,1615,0,429,429,0,431
WP_031700178,1,1614,0,429,430,0,431
WP_031726931,1,1614,0,430,430,0,431
WP_055390075,1,1614,0,429,429,0,431
WP_057327418,1,1614,0,430,430,0,431
WP_057363229,1,1614,0,429,430,0,431
WP_057358242,1,1614,0,430,430,0,431
WP_031747727,1,1614,0,430,430,0,431
TKZ14140,1,1614,0,424,426,0,431
WP_057132038,1,1614,0,429,429,0,431
WP_116267069,1,1613,0,429,429,0,431
WP_230871545,1,1613,0,431,431,1,432
CKZ29977,1,1613,0,429,430,0,431
WP_050008986,1,1613,0,430,430,0,431
WP_220019974,1,1613,0,426,430,0,431
WP_167669024,1,1613,0,430,430,0,431
WP_128884407,1,1612,0,429,429,0,431
WP_019283891,1,1611,0,430,430,1,431
WP_015288702,1,1611,0,430,431,1,432
WP_050895761,1,1610,0,430,430,0,431
WP_070898289,1,1610,0,429,429,0,431
WP_244732603,1,1609,0,411,411,1,431
WP_031703162,1,1608,0,421,421,8,431
EFP32756,1,1605,0,412,412,1,431
WP_052632338,1,1604,0,428,428,0,431
WP_057332745,1,1603,0,428,428,0,431
WP_244737249,1,1603,0,410,410,1,431
AEJ48853,1,1589,0,422,424,0,425
AHM09724,1,1587,0,424,425,0,425
ACT23036,1,1582,0,423,424,0,425
AEJ45205,1,1580,0,421,423,0,425
ALA76337,1,1576,0,423,424,1,425
WP_078444396,1,1541,0,415,415,0,415
WP_049963373,1,1521,0,411,411,0,412
CMS26776,1,1508,0,408,408,0,408
WP_140034643,1,1497,0,408,408,0,408
WP_237072919,1,1475,0,404,404,0,404
WP_252159421,1,1386,0,367,367,0,367
WP_085326584,1,1381,0,391,400,31,460
CKS16317,1,1379,0,367,367,0,367
AGL25477,1,1365,0,338,338,0,338
4X3F_C,1,1354,0,335,335,0,336
4X3F_B,1,1348,0,334,334,0,336
AFE15014,1,1346,0,360,361,0,361
AMC48472,1,1346,0,315,315,1,338
4X3F_A,1,1343,0,333,333,0,336
WP_142305117,1,1318,3.25011e-179,264,264,0,264
Query-def :sp|P53350|PLK1_HUMAN Serine/threonine-protein kinase PLK1 OS=Homo sapiens OX=9606 GN=PLK1 PE=1 SV=1
Query-def :sp|Q8IY84|NIM1_HUMAN Serine/threonine-protein kinase NIM1 OS=Homo sapiens OX=9606 GN=NIM1K PE=1 SV=1
